video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
v_5OJfbYQtKtk_c040_00,./all_map_data/videos/football/v_5OJfbYQtKtk_c040_00.mp4,Sports & Arts,football,What are the players doing in the video?,football,soccer,The players are playing soccer.,soccer,a
v_5OJfbYQtKtk_c040_00,./all_map_data/videos/football/v_5OJfbYQtKtk_c040_00.mp4,Sports & Arts,football,Does any team score in the video?,"Yes, a team scores a goal.","Yes, a goal was scored by the home team.",no,"Yes, there is a goal scored in the video.",c
v_5OJfbYQtKtk_c040_00,./all_map_data/videos/football/v_5OJfbYQtKtk_c040_00.mp4,Sports & Arts,football,Does any team gain a point?,no,"Yes, the team that scored the goal gains a point.","Yes, both teams gain a point.","Yes, one team gains a point.",a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What is the video about?,soccer,soccer,The video is about cooking.,football,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What are the players doing in the video?,The players are playing rugby.,football,The players are playing soccer.,The players are playing soccer.,b
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,How many times does the left team do cross?,2,1,4,2,b
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,How many times does the right team do tackle?,3,The right team does tackle 3 times.,2,1,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,Does the right team do tackle successfully?,yes,no,Yes,yes,b
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,Is the tackle of the right team successful?,no,"Yes, the tackle prevented the other team from scoring.","The right team's tackle was successful, but it was called back for a penalty.","Yes, the tackle is successful and they manage to stop the opposing team from advancing.",a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What does the right team do after the left team does cross?,The right team blocks the shot,The right team attempts to intercept the ball.,The right team attempts to intercept the ball and counterattack.,football saving,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What does the right team do after the cross of the left team?,The right team attempts to intercept the ball and counterattack.,football saving,The right team attempts to intercept the pass.,They attempt to block the cross and regain possession of the ball.,b
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What does the left team do before the right team does saving?,football cross,defending,dribbling the ball,The left team attempts to score a goal.,a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What does the left team do before the saving of the right team?,pass the ball,pass the ball,pass the ball,football cross,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,How does the left team fail to do cross?,The winger's pass is too weak and gets intercepted by the opposing team's defender.,football intercept,The left team's player slips and falls while attempting the cross.,"The left winger overhits the cross, sending it out of bounds.",b
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,Why does the right team do saving?,The right team does saving to prevent the opposing team from scoring a goal.,The right team does saving to prevent the opposing team from scoring a goal.,The right team is responsible for defense.,football cross,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What is the cause of the right team doing saving?,football cross,The right team is doing saving because the goalkeeper made a mistake.,the goalkeeper made a mistake,The right team is doing a defensive maneuver to prevent the opposing team from scoring.,a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,What is the reason for the saving of the right team?,football cross,The right team scored a last-minute goal.,The right team was saved because the opposing team committed a foul.,The team had a strong defense.,a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,How does the right team success to do saving?,The right team manages to save by blocking the shot from the opposing team.,The right team success to do saving by intercepting the ball before it reaches the opponent's goal.,The team success to do saving by blocking the opponent's shot.,football caught,d
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,Why is the saving of the right team successful?,football caught,The player scored a goal.,The team scored a touchdown.,The quarterback made an accurate throw.,a
v_dw7LOz17Omg_c032_01,./all_map_data/videos/football/v_dw7LOz17Omg_c032_01.mp4,Sports & Arts,football,Would the cross of the left team be successful if the other team did not intercept?,yes,"No, the goalkeeper would save it.","No, the goalkeeper would save it.","No, the cross would not be successful because the goalkeeper would catch it.",a
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What is the video about?,soccer,football,soccer,soccer,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What are the players doing in the video?,The players are playing soccer.,basketball,football,rugby,c
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Does any team gain a point?,"Yes, one team scores a goal and gains a point.",no,"Yes, both teams gain a point.","Yes, both teams gain a point.",b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Is the through pass of the left team successful?,"No, the defender from the right team intercepts the pass.",yes,"No, the through pass is intercepted by the right team's defender.","No, the through pass is intercepted by a defender from the right team.",b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Does the left team do cross successfully?,no,yes,"No, they were intercepted by the opposing team.","No, the left team fails to execute the cross successfully.",b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Is the cross of the left team successful?,"No, the cross of the left team was intercepted by a defender from the opposing team.","No, the left team's cross was intercepted by the opposing team's defender.",The cross of the left team is intercepted by the opposing team.,yes,d
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Does the left team do shoot successfully?,no,yes,Yes,"Yes, the left team successfully made the shot.",a
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Is the shoot of the left team successful?,no,"Yes, the shoot of the left team was successful.",Yes,"Yes, the player from the left team makes the shot successfully.",a
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Is the tackle of the right team successful?,"Yes, the right team managed to successfully tackle the opposing player.","Yes, the tackle was successful and prevented the opposing team from gaining any yards.","Yes, the right team successfully tackled the opponent.",no,d
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Does the right team do block successfully?,"No, the right team is struggling to block effectively.","No, the right team's block attempt failed.",The right team did not block successfully.,yes,d
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Is the block of the right team successful?,"No, the block is not successful.","No, the opposing team was able to overpower the block and score a point.",yes,"No, the opposing team was able to score despite the block attempt.",c
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the left team do before the right team does tackle?,Throw a pass,football cross,kick the ball,kick the ball,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the left team do before the tackle of the right team?,The left team passes the ball.,football cross,The left team attempts a pass,The left team attempts a pass,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the left team do after the right team does tackle?,The left team takes a penalty kick.,football shoot,The left team takes a penalty kick.,The left team takes a penalty kick.,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the left team do after the tackle of the right team?,The left team regroups and sets up their defense.,football shoot,The left team regroups and prepares for the next play.,The left team takes possession of the ball and prepares for their next play.,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the right team do before the left team does shoot?,block the shot,dribble,Interception,football tackle,d
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What does the right team do before the shoot of the left team?,Block the kick,block the pass,football tackle,block the shot,c
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,Why does the right team do tackle?,The right team does tackle to gain possession of the ball.,football cross,Because it is a defensive strategy to stop the opposing team's player from advancing with the ball.,The right team performs a tackle to stop the opposing team from advancing with the ball.,b
v_2QhNRucNC7E_c028_00,./all_map_data/videos/football/v_2QhNRucNC7E_c028_00.mp4,Sports & Arts,football,What is the cause of the right team doing tackle?,The right team is attempting to regain possession of the ball.,The right team defending their goal from the opposing team's attack.,football cross,The right team is trying to stop the opposing team from scoring.,c
v_C94HDW9HYzU_c015_00,./all_map_data/videos/basketball/v_C94HDW9HYzU_c015_00.mp4,Sports & Arts,basketball,What is the video about?,basketball,The video is about a soccer game.,The video is about soccer.,soccer,a
v_C94HDW9HYzU_c015_00,./all_map_data/videos/basketball/v_C94HDW9HYzU_c015_00.mp4,Sports & Arts,basketball,What are the players doing in the video?,volleyball,The players are playing soccer.,basketball,The players are playing volleyball.,c
v_C94HDW9HYzU_c015_00,./all_map_data/videos/basketball/v_C94HDW9HYzU_c015_00.mp4,Sports & Arts,basketball,Why does the right team do defensive rebound?,basketball 3-point shot,The right team does the defensive rebound to regain possession of the ball and prevent the opposing team from scoring.,The right team does defensive rebound to prevent the opposing team from scoring a second chance basket.,The right team does defensive rebound to prevent the opposing team from scoring a second-chance point.,a
v_C94HDW9HYzU_c015_00,./all_map_data/videos/basketball/v_C94HDW9HYzU_c015_00.mp4,Sports & Arts,basketball,What is the cause of the right team doing defensive rebound?,missed free throw,basketball 3-point shot,missed free throw,a missed free throw,b
v_C94HDW9HYzU_c015_00,./all_map_data/videos/basketball/v_C94HDW9HYzU_c015_00.mp4,Sports & Arts,basketball,What is the reason for the defensive rebound of the right team?,basketball 3-point shot,basketball free throw miss,The left team missed a free throw.,The reason for the defensive rebound of the right team is because the left team missed a free-throw attempt.,a
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,What is the video about?,soccer,The video is about soccer.,basketball,football,c
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,What are the players doing in the video?,basketball,The players are playing volleyball.,The players are playing volleyball.,The players are playing volleyball.,a
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,Does the right team do 2-point shot successfully?,"Yes, the right team scored a 2-point shot successfully.",no,The team missed the 2-point shot and only scored 1 point from a free throw.,"Yes, the right team successfully scores a 2-point shot.",b
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,Is the 2-point shot of the right team successful?,"Yes, the right team scored a 2-point shot.",no,Yes,yes,b
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,How does the right team fail to do 2-point shot?,The team was fouled and did not get the chance to attempt the shot.,The player stepped out of bounds before attempting the shot.,basketball missed,The player stepped out of bounds before attempting the shot.,c
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,Why does the left team do defensive rebound?,basketball 2-point shot,The left team does a defensive rebound to prevent the opposing team from scoring a basket.,The left team does a defensive rebound to regain possession of the ball and prevent the opposing team from scoring.,The left team does defensive rebound to regain possession of the ball and prevent the opposing team from scoring.,a
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,What is the cause of the left team doing defensive rebound?,The cause of the left team doing a defensive rebound is a missed free throw.,basketball 2-point shot,The opposing team missing a free throw.,missed free throw,b
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,What is the reason for the defensive rebound of the left team?,The opposing team missed a free throw attempt.,The right team player missed a free throw.,The defensive rebound of the left team was due to a missed free throw by the opposing team.,basketball 2-point shot,d
v_icDf81dWZHw_c003_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c003_01.mp4,Sports & Arts,basketball,Would the right team success to do 2-point shot if the other team did not block?,no,yes,yes,"Yes, the right team could potentially succeed in making a 2-point shot if the other team did not block, as it would give them a clear opportunity to score without any interference.",a
v_It_vvQR6RPM_c012_00,./all_map_data/videos/basketball/v_It_vvQR6RPM_c012_00.mp4,Sports & Arts,basketball,What is the video about?,soccer,soccer,soccer,basketball,d
v_It_vvQR6RPM_c012_00,./all_map_data/videos/basketball/v_It_vvQR6RPM_c012_00.mp4,Sports & Arts,basketball,What are the players doing in the video?,basketball,Playing soccer,The players are playing volleyball.,The players are playing soccer.,a
